swimmer_id,race_year,age,lifeguard_cert,years_coached,years_ow_experience,race_id,race_name,location,distance_mi,swell_ft_typical,water_temp_f,current_strength,difficulty_rating,finished,finish_time_min
SW0044,2021,28,Y,1,5.5,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,71.9
SW0044,2022,29,Y,2,6.5,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0044,2023,30,Y,1,7.5,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0044,2023,30,Y,1,7.5,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0045,2019,62,Y,5,10.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,60.7
SW0045,2019,62,Y,5,10.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,36.2
SW0045,2019,62,Y,5,10.6,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,21.2
SW0045,2019,62,Y,5,10.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,73.2
SW0045,2023,66,Y,5,14.6,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,18.6
SW0045,2023,66,Y,5,14.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,41.1
SW0045,2024,67,Y,5,15.6,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,17.6
SW0046,2019,49,N,2,11.9,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0046,2019,49,N,2,11.9,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0046,2020,50,N,2,12.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,23.4
SW0046,2022,52,N,3,14.9,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.5
SW0046,2022,52,N,3,14.9,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0046,2022,52,N,2,14.9,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,60.7
SW0046,2024,54,N,3,16.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,29.6
SW0047,2020,24,N,3,12.7,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0047,2020,24,N,2,12.7,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0047,2022,26,N,3,14.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0047,2022,26,N,2,14.7,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0047,2023,27,N,2,15.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,62.8
SW0047,2023,27,N,2,15.7,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0047,2024,28,N,3,16.7,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0048,2020,21,N,2,13.9,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,63.0
SW0048,2020,21,N,2,13.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,20.9
SW0048,2021,22,N,3,14.9,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,30.5
SW0048,2021,22,N,2,14.9,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,27.3
SW0048,2021,22,N,2,14.9,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,27.3
SW0048,2023,24,N,3,16.9,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,61.0
SW0048,2023,24,N,2,16.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,14.0
SW0049,2019,41,N,1,5.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,23.8
SW0049,2021,43,N,1,7.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0049,2021,43,N,2,7.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,52.9
SW0049,2023,45,N,1,9.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0049,2023,45,N,1,9.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,85.7
SW0049,2024,46,N,1,10.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,24.1
SW0050,2019,19,Y,2,5.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,30.8
SW0050,2020,20,Y,2,6.1,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0050,2022,22,Y,2,8.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0050,2022,22,Y,3,8.1,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0050,2023,23,Y,2,9.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0050,2024,24,Y,3,10.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.2
SW0051,2019,25,N,1,10.1,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0051,2021,27,N,1,12.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0051,2021,27,N,2,12.1,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,59.4
SW0051,2023,29,N,1,14.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,27.5
SW0051,2023,29,N,1,14.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,28.1
SW0051,2024,30,N,2,15.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0052,2019,44,N,1,0.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0052,2019,44,N,1,0.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,58.6
SW0052,2021,46,N,2,2.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0053,2019,68,N,1,7.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0053,2020,69,N,1,8.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0053,2021,70,N,1,9.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0053,2024,73,N,2,12.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,29.8
SW0054,2020,43,N,3,4.3,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0054,2020,43,N,2,4.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0054,2020,43,N,2,4.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0054,2021,44,N,2,5.3,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,31.9
SW0054,2022,45,N,3,6.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0054,2023,46,N,2,7.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,70.6
SW0054,2024,47,N,2,8.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0055,2019,60,N,2,4.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,100.3
SW0055,2019,60,N,2,4.2,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,32.3
SW0055,2019,60,N,2,4.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0055,2020,61,N,2,5.2,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,69.6
SW0055,2021,62,N,3,6.2,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0055,2021,62,N,2,6.2,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0055,2023,64,N,3,8.2,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,31.8
SW0056,2020,66,Y,1,1.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,26.8
SW0056,2022,68,Y,1,3.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,81.3
SW0056,2023,69,Y,2,4.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,77.0
SW0056,2023,69,Y,2,4.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0056,2023,69,Y,1,4.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,45.0
SW0056,2023,69,Y,1,4.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,45.0
SW0057,2019,60,Y,3,1.5,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0057,2020,61,Y,3,2.5,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,60.8
SW0057,2021,62,Y,3,3.5,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,22.1
SW0057,2023,64,Y,3,5.5,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0057,2023,64,Y,3,5.5,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,28.7
SW0057,2024,65,Y,3,6.5,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,27.0
SW0057,2024,65,Y,3,6.5,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0058,2019,50,Y,3,5.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,24.8
SW0058,2019,50,Y,3,5.9,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,66.5
SW0058,2020,51,Y,4,6.9,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,58.8
SW0058,2021,52,Y,3,7.9,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,69.3
SW0058,2021,52,Y,3,7.9,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,19.8
SW0058,2021,52,Y,3,7.9,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,22.6
SW0058,2021,52,Y,4,7.9,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,66.0
SW0059,2020,41,N,2,11.4,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0059,2022,43,N,2,13.4,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,32.4
SW0059,2022,43,N,2,13.4,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0059,2023,44,N,2,14.4,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,88.8
SW0059,2023,44,N,2,14.4,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,39.2
SW0059,2023,44,N,2,14.4,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,94.7
SW0059,2024,45,N,2,15.4,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0059,2024,45,N,2,15.4,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0060,2019,44,Y,1,11.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0060,2019,44,Y,1,11.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0060,2019,44,Y,1,11.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,67.9
SW0060,2021,46,Y,1,13.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,30.9
SW0060,2021,46,Y,2,13.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,16.6
SW0060,2024,49,Y,1,16.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,35.4
SW0061,2019,31,Y,6,5.6,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0061,2019,31,Y,6,5.6,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,30.1
SW0061,2023,35,Y,6,9.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,60.4
SW0062,2021,45,N,4,7.1,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0062,2021,45,N,4,7.1,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,94.0
SW0062,2022,46,N,4,8.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.7
SW0062,2022,46,N,3,8.1,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0062,2023,47,N,4,9.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0062,2023,47,N,3,9.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,47.8
SW0063,2019,37,Y,0,1.8,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0063,2019,37,Y,0,1.8,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0063,2024,42,Y,0,6.8,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0064,2022,33,N,6,11.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0064,2023,34,N,5,12.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,57.1
SW0064,2023,34,N,5,12.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,35.5
SW0064,2023,34,N,6,12.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0065,2019,69,Y,0,4.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,49.1
SW0065,2019,69,Y,0,4.8,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,25.5
SW0065,2020,70,Y,1,5.8,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,82.7
SW0065,2020,70,Y,0,5.8,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,82.7
SW0065,2021,71,Y,0,6.8,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,92.8
SW0065,2023,73,Y,1,8.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0065,2023,73,Y,0,8.8,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,60.3
SW0065,2024,74,Y,0,9.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,55.3
SW0066,2019,18,N,0,9.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0066,2020,19,N,0,10.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0066,2021,20,N,0,11.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0066,2022,21,N,0,12.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0066,2022,21,N,0,12.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0067,2020,24,Y,2,15.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,48.5
SW0067,2020,24,Y,2,15.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,48.5
SW0067,2022,26,Y,1,17.8,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,77.7
SW0067,2022,26,Y,2,17.8,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,21.9
SW0067,2022,26,Y,2,17.8,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,21.9
SW0067,2024,28,Y,1,19.8,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,20.9
SW0067,2024,28,Y,1,19.8,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,42.9
SW0068,2019,28,N,2,5.8,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,29.2
SW0068,2020,29,N,2,6.8,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0068,2020,29,N,2,6.8,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0068,2021,30,N,2,7.8,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0068,2024,33,N,2,10.8,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,24.8
SW0068,2024,33,N,2,10.8,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0069,2021,70,N,5,2.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0069,2021,70,N,5,2.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0069,2022,71,N,4,3.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0069,2022,71,N,5,3.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0069,2022,71,N,4,3.0,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0069,2024,73,N,4,5.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,64.5
SW0069,2024,73,N,4,5.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,61.6
SW0070,2020,54,N,2,2.7,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,29.1
SW0070,2021,55,N,3,3.7,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,29.0
SW0070,2021,55,N,2,3.7,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,100.9
SW0070,2022,56,N,3,4.7,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0070,2022,56,N,3,4.7,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0070,2023,57,N,3,5.7,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,28.6
SW0070,2024,58,N,2,6.7,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0070,2024,58,N,2,6.7,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0071,2019,63,N,2,0.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0071,2019,63,N,2,0.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,69.4
SW0071,2020,64,N,2,1.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,80.7
SW0071,2021,65,N,2,2.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0071,2022,66,N,3,3.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,62.7
SW0071,2022,66,N,2,3.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0071,2023,67,N,2,4.0,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0072,2019,28,N,2,0.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0072,2020,29,N,2,1.0,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,82.0
SW0072,2021,30,N,2,2.0,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0072,2022,31,N,2,3.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,0,
SW0072,2023,32,N,2,4.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0072,2023,32,N,2,4.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0073,2021,57,N,1,14.5,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0073,2021,57,N,1,14.5,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,21.6
SW0073,2023,59,N,1,16.5,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,29.3
SW0073,2023,59,N,2,16.5,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,89.5
SW0073,2023,59,N,1,16.5,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,25.1
SW0073,2024,60,N,2,17.5,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,60.2
SW0074,2019,37,Y,1,7.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.9
SW0074,2021,39,Y,2,9.1,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,25.1
SW0074,2022,40,Y,2,10.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0074,2023,41,Y,2,11.1,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,40.3
SW0075,2019,43,N,1,0.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0075,2019,43,N,1,0.0,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0075,2019,43,N,1,0.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0075,2020,44,N,1,1.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,51.8
SW0075,2023,47,N,1,4.0,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,31.9
SW0075,2024,48,N,1,5.0,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0076,2019,18,Y,2,9.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,64.5
SW0076,2020,19,Y,2,10.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,62.0
SW0076,2020,19,Y,3,10.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0076,2020,19,Y,2,10.3,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0076,2021,20,Y,3,11.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0076,2022,21,Y,2,12.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,0,
SW0077,2019,50,N,2,12.3,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,29.5
SW0077,2022,53,N,3,15.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0077,2023,54,N,2,16.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0077,2024,55,N,2,17.3,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,69.7
SW0077,2024,55,N,3,17.3,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.6
SW0078,2019,61,N,2,4.2,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.9
SW0078,2020,62,N,2,5.2,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,56.3
SW0078,2022,64,N,3,7.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0078,2024,66,N,2,9.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0078,2024,66,N,2,9.2,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,27.6
SW0079,2020,53,N,4,3.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,0,
SW0079,2020,53,N,3,3.6,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,49.6
SW0079,2021,54,N,3,4.6,R1,Waikiki Roughwater Swim,HI,2.4,2-3,79,Moderate,3,1,59.1
SW0079,2022,55,N,4,5.6,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,27.4
SW0079,2023,56,N,3,6.6,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,78.6
SW0080,2019,26,Y,4,4.3,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,49.5
SW0080,2022,29,Y,5,7.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,37.4
SW0080,2022,29,Y,5,7.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,37.4
SW0080,2024,31,Y,4,9.3,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,1,77.4
SW0080,2024,31,Y,4,9.3,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,55.4
SW0080,2024,31,Y,4,9.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,32.3
SW0080,2024,31,Y,4,9.3,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,1,32.3
SW0081,2019,45,N,0,7.4,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,25.0
SW0081,2019,45,N,0,7.4,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,29.4
SW0081,2020,46,N,0,8.4,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,1,30.4
SW0081,2020,46,N,0,8.4,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0081,2020,46,N,0,8.4,R6,Alcatraz Sharkfest Swim,CA,1.5,2-4,60,High,5,0,
SW0081,2020,46,N,0,8.4,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,33.1
SW0081,2021,47,N,0,9.4,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,0,
SW0081,2022,48,N,0,10.4,R4,Seal Beach Rough Water Swim,CA,1.0,2-3,64,Moderate,2,1,20.5
SW0082,2019,31,N,3,9.2,R7,Maui Roughwater Swim,HI,3.0,3-5,78,High,4,0,
SW0082,2020,32,N,3,10.2,R5,Manhattan Beach Pier to Pier,CA,2.0,1-2,65,Low,2,1,53.8
SW0082,2020,32,N,3,10.2,R2,La Jolla Rough Water (3mi),CA,3.0,3-5,66,Moderate,4,1,87.5
SW0082,2022,34,N,4,12.2,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
SW0082,2022,34,N,4,12.2,R3,La Jolla Rough Water (1mi),CA,1.0,2-3,66,Moderate,2,0,
